ticket_id,text,category,priority
TCK-10233,"Support inquiry from tier-1: Crash report: Worker thread terminated unexpectedly with HTTP 500 Internal Server Error while generating the annual revenue reconciliation report. Only affects a single user, but workaround is cumbersome.",Bug / System Error,Critical
TCK-10753,"Automated monitoring alert: Account marked past due and suspended, but wire transfer of $2,423 was completed 3 business days ago. Halts all production CI/CD deployments across engineering.",Billing & Payment,Medium
TCK-12063,Escalation notice: Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. No immediate workaround available; critical customer escalation.,Technical / IT Support,Medium
TCK-10084,Encountered a fatal crash during executing SQL query against reporting replica. The screen went completely blank and logged ERR_CONNECTION_REFUSED on port 8080. Visual bug only; functional workflows remain operational.,Bug / System Error,High
TCK-12313,Escalation notice: Internal code repository server (git.internal.corp) is completely unreachable; SSH connection timed out on port 22. No immediate workaround available; critical customer escalation.,Technical / IT Support,Critical
TCK-10680,"Ticket opened by employee: Our corporate account was billed twice for invoice #68238. Total overcharge is $1,386. Low impact, customer is just inquiring for future planning.",Billing & Payment,High
TCK-11365,Critical alert logged: Locked out of account. Password reset email never arrives for user l.muller@acmecorp.com. No immediate workaround available; critical customer escalation.,Account & Access,High
TCK-12439,Physical Ethernet port at desk #38 has no link light and does not assign a DHCP IP address. Causes immediate revenue loss and prevents checkout completion.,Technical / IT Support,Low
TCK-10454,"Ticket opened by employee: The export feature is generating corrupted, 0-byte files when importing customer leads from Salesforce. No immediate workaround available; critical customer escalation.",Bug / System Error,Medium
TCK-11064,"Support inquiry from tier-1: Password reset link gives 'HTTP 400 Token Invalid or Expired' immediately upon opening. Low impact, customer is just inquiring for future planning.",Account & Access,High
TCK-11748,"Feature enhancement: Support multi-currency checkout (EUR, GBP, JPY, CAD) on the customer-facing billing page. No immediate workaround available; critical customer escalation.",Feature Request,Medium
TCK-11754,User stated: Feature Request: Please add native Dark Mode support across the entire web application dashboard. Visual bug only; functional workflows remain operational.,Feature Request,Low
TCK-11186,How can I transfer primary account ownership from e.dubois@globexglobal.com to finance@company.com? Visual bug only; functional workflows remain operational.,Account & Access,Low
TCK-10388,"Urgent assistance requested: UI regression: Form fields overlap and become unclickable in Ingestion Pipeline when rendering the executive KPI dashboard. Only affects a single user, but workaround is cumbersome.",Bug / System Error,Low
TCK-11342,Escalation notice: Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account a.patel. Halts all production CI/CD deployments across engineering.,Account & Access,Critical
TCK-10821,Requesting official formal price quote for expanding from 50 to 150 user licenses for Cyberdyne Systems. Visual bug only; functional workflows remain operational.,Billing & Payment,Low
TCK-11843,"Issue logged via web portal: Feature enhancement: Support multi-currency checkout (EUR, GBP, JPY, CAD) on the customer-facing billing page. This is blocking the entire finance department from closing month-end accounts.",Feature Request,Medium
TCK-10942,"Internal incident report: Please update our billing address to 550 Market St, Tokyo and re-send the invoice #90244. This is blocking the entire finance department from closing month-end accounts.",Billing & Payment,Low
TCK-12442,Ticket opened by employee: Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. High severity as our SLA requires a resolution within 2 hours.,Technical / IT Support,Medium
TCK-10324,"Escalation notice: The export feature is generating corrupted, 0-byte files when processing payroll deductions for all employees. High severity as our SLA requires a resolution within 2 hours.",Bug / System Error,Medium
TCK-12157,Ticket opened by employee: Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. Visual bug only; functional workflows remain operational.,Technical / IT Support,High
TCK-11742,Escalation notice: Requesting Webhook support for ticket status updates so our engineering team can trigger custom Slack alerts. High severity as our SLA requires a resolution within 2 hours.,Feature Request,Medium
TCK-12390,Customer reports: Corporate VPN gateway is rejecting connections with 'TLS Handshake Failed'. Remote engineers cannot access servers. Causes immediate revenue loss and prevents checkout completion.,Technical / IT Support,Critical
TCK-11590,"Please introduce keyboard navigation shortcuts (e.g., 'j/k' to traverse items, 'e' to archive) for power users. Only affects a single user, but workaround is cumbersome.",Feature Request,Low
TCK-11367,Urgent assistance requested: Need help configuring Role-Based Access Control (RBAC) permissions for third-party auditing contractors. This is blocking the entire finance department from closing month-end accounts.,Account & Access,Low
TCK-11839,Direct message from enterprise admin: Feature Request: Please add native Dark Mode support across the entire web application dashboard. This is blocking the entire finance department from closing month-end accounts.,Feature Request,Low
TCK-10667,"Disputed transaction: We were charged the Enterprise annual tier rate of $2,763 instead of monthly tier. High severity as our SLA requires a resolution within 2 hours.",Billing & Payment,High
TCK-11901,"Escalation notice: Feature Request: Please add native Dark Mode support across the entire web application dashboard. Only affects a single user, but workaround is cumbersome.",Feature Request,Low
TCK-11361,Critical alert logged: Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 9994. Causes immediate revenue loss and prevents checkout completion.,Account & Access,Critical
TCK-10813,"Requesting official formal price quote for expanding from 50 to 150 user licenses for Massive Dynamic. Only affects a single user, but workaround is cumbersome.",Billing & Payment,Low
TCK-10479,Helpdesk dispatch: UI regression: Form fields overlap and become unclickable in Ingestion Pipeline when filtering transaction logs by timestamp. Minor inconvenience for internal staff.,Bug / System Error,Low
TCK-10317,"Escalation notice: Unhandled exception thrown during uploading a 25MB CSV data file. Stack trace indicates SocketTimeoutException after 30000ms. on corporate Lenovo ThinkPad T14. Low impact, customer is just inquiring for future planning.",Bug / System Error,High
TCK-11725,"Escalation notice: Can you support bulk employee CSV upload? Manually creating individual user accounts is too slow. Low impact, customer is just inquiring for future planning.",Feature Request,Medium
TCK-10967,Cannot download tax / VAT invoice receipt for invoice #30016. Need it immediately for external audit. This is blocking the entire finance department from closing month-end accounts.,Billing & Payment,Medium
TCK-10777,Our corporate account was billed twice for invoice #83905. Total overcharge is $339. Causes immediate revenue loss and prevents checkout completion.,Billing & Payment,High
TCK-11611,"Direct message from enterprise admin: Feature Request: Please add native Dark Mode support across the entire web application dashboard. Low impact, customer is just inquiring for future planning.",Feature Request,Low
TCK-10371,"Data corruption risk: After filtering transaction logs by timestamp, previously saved records disappear from Checkout Service. Affects more than 2,000 active concurrent users.",Bug / System Error,Critical
TCK-12393,Need replacement 90W USB-C AC power adapter for Dell Latitude laptop; current cable has a frayed wire. High severity as our SLA requires a resolution within 2 hours.,Technical / IT Support,Low
TCK-11848,Urgent assistance requested: We would love the ability to export all chart visualizations directly to high-res SVG or vector PDF. Causes immediate revenue loss and prevents checkout completion.,Feature Request,Low
TCK-11573,"Escalation notice: Feature enhancement: Support multi-currency checkout (EUR, GBP, JPY, CAD) on the customer-facing billing page. No immediate workaround available; critical customer escalation.",Feature Request,Medium
TCK-12099,"Dual external monitors are not recognized when connecting Lenovo ThinkPad to the USB-C docking station. Low impact, customer is just inquiring for future planning.",Technical / IT Support,Low
TCK-10044,"Report from customer success: The export feature is generating corrupted, 0-byte files when invoking the batch synchronization API. Minor inconvenience for internal staff.",Bug / System Error,Medium
TCK-11018,Please grant Administrator privileges and workspace owner role to new hire t.tanaka@hoolitech.com. Halts all production CI/CD deployments across engineering.,Account & Access,Medium
TCK-11082,Critical alert logged: Locked out of account. Password reset email never arrives for user t.tanaka@cyberdynesystems.com. No immediate workaround available; critical customer escalation.,Account & Access,High
TCK-11910,Can you support bulk employee CSV upload? Manually creating individual user accounts is too slow. Visual bug only; functional workflows remain operational.,Feature Request,Medium
TCK-10265,User stated: UI regression: Form fields overlap and become unclickable in Reporting Engine when saving nested profile permissions. This is blocking the entire finance department from closing month-end accounts.,Bug / System Error,Critical
TCK-12071,Critical alert logged: Requesting standard workstation hardware provisioning for incoming senior software engineer starting next week. Causes immediate revenue loss and prevents checkout completion.,Technical / IT Support,Low
TCK-10643,"Helpdesk dispatch: Account marked past due and suspended, but wire transfer of $1,590 was completed 3 business days ago. Affects more than 2,000 active concurrent users.",Billing & Payment,Critical
TCK-11281,"User session randomly terminates every 3 minutes, forcing re-authentication on on production cluster us-east-1. Affects more than 2,000 active concurrent users.",Account & Access,Medium
TCK-10336,Direct message from enterprise admin: Intermittent failure: generating the annual revenue reconciliation report fails with OutOfMemoryError: Java heap space for about 15% of requests. Halts all production CI/CD deployments across engineering.,Bug / System Error,Medium
TCK-10193,Issue logged via web portal: Typo and visual bug: Text label displays 'Unkown Error' instead of valid status on Checkout Service.,Bug / System Error,Low
TCK-11314,"Direct message from enterprise admin: How can I transfer primary account ownership from e.dubois@starkindustries.com to finance@company.com? Only affects a single user, but workaround is cumbersome.",Account & Access,High
TCK-10033,Internal incident report: Typo and visual bug: Text label displays 'Unkown Error' instead of valid status on Reporting Engine.,Bug / System Error,Low
TCK-10282,"Data corruption risk: After invoking the batch synchronization API, previously saved records disappear from Reporting Engine. Only affects a single user, but workaround is cumbersome.",Bug / System Error,Critical
TCK-11021,"Critical alert logged: User session randomly terminates every 3 minutes, forcing re-authentication on on employee MacBook Pro (macOS Sonoma). This is blocking the entire finance department from closing month-end accounts.",Account & Access,Medium
TCK-12251,"Inquiry received: Need replacement 90W USB-C AC power adapter for Dell Latitude laptop; current cable has a frayed wire. Affects more than 2,000 active concurrent users.",Technical / IT Support,Low
TCK-11967,Escalation notice: Can we add granular tag-based filtering and custom multi-select fields to the main ticket view? Causes immediate revenue loss and prevents checkout completion.,Feature Request,Medium
TCK-11550,"Urgent assistance requested: Feature request: Allow custom branding and company logo white-labeling on client-facing export reports. Affects more than 2,000 active concurrent users.",Feature Request,Low
TCK-11402,Internal incident report: Immediate offboarding request: Please revoke all API tokens and deactivate account for former staff m.garcia@acmecorp.com. Minor inconvenience for internal staff.,Account & Access,High
TCK-12066,"Critical alert logged: Internal code repository server (git.internal.corp) is completely unreachable; SSH connection timed out on port 22. Only affects a single user, but workaround is cumbersome.",Technical / IT Support,Critical
TCK-11270,Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account t.tanaka. Causes immediate revenue loss and prevents checkout completion.,Account & Access,Critical
TCK-12075,Helpdesk dispatch: Floor 3 network printer is displaying 'Paper Jam Error 52' even though the internal tray is completely clear. This is blocking the entire finance department from closing month-end accounts.,Technical / IT Support,Low
TCK-10780,Client wrote: Requesting official formal price quote for expanding from 50 to 150 user licenses for Cyberdyne Systems. No immediate workaround available; critical customer escalation.,Billing & Payment,Low
TCK-10390,Issue logged via web portal: Search index seems desynchronized in Ingestion Pipeline; new entries do not appear after generating the annual revenue reconciliation report. No immediate workaround available; critical customer escalation.,Bug / System Error,Medium
TCK-11312,"Customer reports: Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 3230. Affects more than 2,000 active concurrent users.",Account & Access,Critical
TCK-10511,"Report from customer success: Cannot download tax / VAT invoice receipt for invoice #33667. Need it immediately for external audit. Low impact, customer is just inquiring for future planning.",Billing & Payment,Medium
TCK-10960,Escalation notice: Invoice #34340 has the incorrect legal entity tax ID. Please regenerate with GST/VAT #VAT-34340. Minor inconvenience for internal staff.,Billing & Payment,Medium
TCK-11456,"Account locked after multiple failed attempts. Please unlock username 'l.muller' immediately. Only affects a single user, but workaround is cumbersome.",Account & Access,Medium
TCK-12024,"Internal incident report: Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. Low impact, customer is just inquiring for future planning.",Technical / IT Support,Medium
TCK-11044,Company-wide SSO login outage: Okta SAML returns 'Invalid assertion signature'. All employees locked out! Visual bug only; functional workflows remain operational.,Account & Access,Critical
TCK-10003,"Critical alert logged: Bug discovered in Analytics Dashboard: processing payroll deductions for all employees yields incorrect calculation results. Low impact, customer is just inquiring for future planning.",Bug / System Error,Critical
TCK-11158,"Direct message from enterprise admin: Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 4190. Low impact, customer is just inquiring for future planning.",Account & Access,Critical
TCK-10006,Client wrote: UI regression: Form fields overlap and become unclickable in Batch Processing Worker when generating the annual revenue reconciliation report. No immediate workaround available; critical customer escalation.,Bug / System Error,Low
TCK-11769,"Please introduce keyboard navigation shortcuts (e.g., 'j/k' to traverse items, 'e' to archive) for power users. Halts all production CI/CD deployments across engineering.",Feature Request,Low
TCK-10721,"Credit card payment failed with code ERR_CARD_PROCESSOR_TIMEOUT for company Stark Industries. Affects more than 2,000 active concurrent users.",Billing & Payment,High
TCK-11307,"Internal incident report: User session randomly terminates every 3 minutes, forcing re-authentication on on Firefox ESR 115. No immediate workaround available; critical customer escalation.",Account & Access,High
TCK-10495,"Urgent assistance requested: The export feature is generating corrupted, 0-byte files when invoking the batch synchronization API. Affects more than 2,000 active concurrent users.",Bug / System Error,Medium
TCK-11115,Please grant Administrator privileges and workspace owner role to new hire m.garcia@initechllc.com. Halts all production CI/CD deployments across engineering.,Account & Access,Medium
TCK-12100,Inquiry received: Need replacement 90W USB-C AC power adapter for Dell Latitude laptop; current cable has a frayed wire. Visual bug only; functional workflows remain operational.,Technical / IT Support,Low
TCK-10690,"Our corporate account was billed twice for invoice #29623. Total overcharge is $1,544. Visual bug only; functional workflows remain operational.",Billing & Payment,High
TCK-11878,"Kindly increase maximum file upload limit from 10MB to 100MB to support uploading short debugging screen recordings. Only affects a single user, but workaround is cumbersome.",Feature Request,Low
TCK-11372,"Urgent assistance requested: Account locked after multiple failed attempts. Please unlock username 'm.garcia' immediately. Only affects a single user, but workaround is cumbersome.",Account & Access,Medium
TCK-11029,Immediate offboarding request: Please revoke all API tokens and deactivate account for former staff t.tanaka@piedpiper.com. Causes immediate revenue loss and prevents checkout completion.,Account & Access,High
TCK-11105,User stated: Locked out of account. Password reset email never arrives for user l.muller@massivedynamic.com. This is blocking the entire finance department from closing month-end accounts.,Account & Access,High
TCK-10725,"Support inquiry from tier-1: Cannot download tax / VAT invoice receipt for invoice #71216. Need it immediately for external audit. Only affects a single user, but workaround is cumbersome.",Billing & Payment,Medium
TCK-12381,Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. This is blocking the entire finance department from closing month-end accounts.,Technical / IT Support,High
TCK-11165,"Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account m.garcia. Low impact, customer is just inquiring for future planning.",Account & Access,Critical
TCK-11341,"Please grant Administrator privileges and workspace owner role to new hire m.garcia@starkindustries.com. Only affects a single user, but workaround is cumbersome.",Account & Access,Medium
TCK-11005,Helpdesk dispatch: Need help configuring Role-Based Access Control (RBAC) permissions for third-party auditing contractors. High severity as our SLA requires a resolution within 2 hours.,Account & Access,Low
TCK-12372,"Critical alert logged: CrowdStrike endpoint sensor is consuming 98% CPU continuously, causing laptop to freeze. No immediate workaround available; critical customer escalation.",Technical / IT Support,High
TCK-10605,"Inquiry received: Account marked past due and suspended, but wire transfer of $158 was completed 3 business days ago. Affects more than 2,000 active concurrent users.",Billing & Payment,Critical
TCK-10986,"Report from customer success: Our corporate account was billed twice for invoice #27346. Total overcharge is $2,886. No immediate workaround available; critical customer escalation.",Billing & Payment,High
TCK-11246,Helpdesk dispatch: How can I transfer primary account ownership from t.tanaka@wayneenterprises.com to finance@company.com? Halts all production CI/CD deployments across engineering.,Account & Access,Low
TCK-10823,"Support inquiry from tier-1: Payment gateway webhook failed after customer checkout; customer was charged but order shows unpaid. Only affects a single user, but workaround is cumbersome.",Billing & Payment,Low
TCK-11975,"Urgent assistance requested: Feature enhancement: Support multi-currency checkout (EUR, GBP, JPY, CAD) on the customer-facing billing page. Affects more than 2,000 active concurrent users.",Feature Request,Medium
TCK-11383,"Customer reports: Password reset link gives 'HTTP 400 Token Invalid or Expired' immediately upon opening. Low impact, customer is just inquiring for future planning.",Account & Access,High
TCK-10489,Escalation notice: Search index seems desynchronized in Search Backend; new entries do not appear after rendering the executive KPI dashboard. This is blocking the entire finance department from closing month-end accounts.,Bug / System Error,Medium
TCK-10580,Support inquiry from tier-1: Subscription auto-renewed without prior 30-day notice; requesting full refund for unused seat licenses. High severity as our SLA requires a resolution within 2 hours.,Billing & Payment,Medium
TCK-10477,"Report from customer success: Crash report: Worker thread terminated unexpectedly with Deadlock detected in transaction #TX-9482 while executing SQL query against reporting replica. Only affects a single user, but workaround is cumbersome.",Bug / System Error,Critical
TCK-11200,Urgent assistance requested: Password reset link gives 'HTTP 400 Token Invalid or Expired' immediately upon opening. Causes immediate revenue loss and prevents checkout completion.,Account & Access,High
TCK-10319,Automated monitoring alert: Search index seems desynchronized in Notification Queue; new entries do not appear after processing payroll deductions for all employees. No immediate workaround available; critical customer escalation.,Bug / System Error,High
TCK-11889,Feature Request: Please add native Dark Mode support across the entire web application dashboard. High severity as our SLA requires a resolution within 2 hours.,Feature Request,Low
TCK-11370,Critical alert logged: Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account l.muller. High severity as our SLA requires a resolution within 2 hours.,Account & Access,Low
TCK-12072,Floor 3 network printer is displaying 'Paper Jam Error 52' even though the internal tray is completely clear. Halts all production CI/CD deployments across engineering.,Technical / IT Support,Low
TCK-11371,Support inquiry from tier-1: Locked out of account. Password reset email never arrives for user m.garcia@piedpiper.com. This is blocking the entire finance department from closing month-end accounts.,Account & Access,High
TCK-10109,Support inquiry from tier-1: Application crashes consistently when clicking the bulk submit button. Error message: 'OutOfMemoryError: Java heap space'. Environment: in internal Kubernetes namespace 'billing-prod'. Causes immediate revenue loss and prevents checkout completion.,Bug / System Error,Critical
TCK-11937,Critical alert logged: Kindly increase maximum file upload limit from 10MB to 100MB to support uploading short debugging screen recordings. Causes immediate revenue loss and prevents checkout completion.,Feature Request,Low
TCK-10859,Direct message from enterprise admin: Cannot download tax / VAT invoice receipt for invoice #65372. Need it immediately for external audit. Visual bug only; functional workflows remain operational.,Billing & Payment,Medium
TCK-11960,"Critical alert logged: Requesting Webhook support for ticket status updates so our engineering team can trigger custom Slack alerts. Low impact, customer is just inquiring for future planning.",Feature Request,Medium
TCK-10526,Invoice #82516 has the incorrect legal entity tax ID. Please regenerate with GST/VAT #VAT-82516. No immediate workaround available; critical customer escalation.,Billing & Payment,Medium
TCK-10493,Critical alert logged: Intermittent failure: filtering transaction logs by timestamp fails with SSL handshake failed: certificate expired for about 15% of requests. High severity as our SLA requires a resolution within 2 hours.,Bug / System Error,Critical
TCK-11327,"Inquiry received: User session randomly terminates every 3 minutes, forcing re-authentication on on dedicated AWS EC2 c5.4xlarge instance. No immediate workaround available; critical customer escalation.",Account & Access,Medium
TCK-11840,"Critical alert logged: Feature enhancement: Support multi-currency checkout (EUR, GBP, JPY, CAD) on the customer-facing billing page. Only affects a single user, but workaround is cumbersome.",Feature Request,High
TCK-11744,Support inquiry from tier-1: Can you support bulk employee CSV upload? Manually creating individual user accounts is too slow. Visual bug only; functional workflows remain operational.,Feature Request,Medium
TCK-11728,"Client wrote: We would love the ability to export all chart visualizations directly to high-res SVG or vector PDF. Only affects a single user, but workaround is cumbersome.",Feature Request,Low
TCK-10918,Credit card payment failed with code ERR_CARD_PROCESSOR_TIMEOUT for company Hooli Tech. Halts all production CI/CD deployments across engineering.,Billing & Payment,High
TCK-12175,Dual external monitors are not recognized when connecting Lenovo ThinkPad to the USB-C docking station. Visual bug only; functional workflows remain operational.,Technical / IT Support,Low
TCK-11399,"Direct message from enterprise admin: Received '403 Forbidden: Insufficient Permissions' when trying to access workspace 'Initech LLC' despite being admin. Affects more than 2,000 active concurrent users.",Account & Access,Medium
TCK-11178,Customer reports: How can I transfer primary account ownership from m.garcia@cyberdynesystems.com to finance@company.com? Minor inconvenience for internal staff.,Account & Access,Low
TCK-11591,"User stated: Requesting Webhook support for ticket status updates so our engineering team can trigger custom Slack alerts. Affects more than 2,000 active concurrent users.",Feature Request,Medium
TCK-12205,Direct message from enterprise admin: Floor 3 network printer is displaying 'Paper Jam Error 52' even though the internal tray is completely clear. Visual bug only; functional workflows remain operational.,Technical / IT Support,Low
TCK-12405,Helpdesk dispatch: Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. Minor inconvenience for internal staff.,Technical / IT Support,Medium
TCK-10494,Helpdesk dispatch: Intermittent failure: processing payroll deductions for all employees fails with HTTP 504 Gateway Timeout for about 15% of requests. Halts all production CI/CD deployments across engineering.,Bug / System Error,Medium
TCK-11851,Report from customer success: Kindly increase maximum file upload limit from 10MB to 100MB to support uploading short debugging screen recordings. No immediate workaround available; critical customer escalation.,Feature Request,Low
TCK-10757,"Inquiry received: Disputed transaction: We were charged the Enterprise annual tier rate of $3,827 instead of monthly tier. Low impact, customer is just inquiring for future planning.",Billing & Payment,High
TCK-10857,"Helpdesk dispatch: Our corporate account was billed twice for invoice #29758. Total overcharge is $2,384. Visual bug only; functional workflows remain operational.",Billing & Payment,High
TCK-11179,Received '403 Forbidden: Insufficient Permissions' when trying to access workspace 'Stark Industries' despite being admin. No immediate workaround available; critical customer escalation.,Account & Access,Medium
TCK-11405,"Immediate offboarding request: Please revoke all API tokens and deactivate account for former staff k.chen@umbrellacorp.com. Affects more than 2,000 active concurrent users.",Account & Access,High
TCK-10273,"Intermittent failure: saving nested profile permissions fails with OutOfMemoryError: Java heap space for about 15% of requests. Low impact, customer is just inquiring for future planning.",Bug / System Error,High
TCK-10926,"Payment gateway webhook failed after customer checkout; customer was charged but order shows unpaid. Only affects a single user, but workaround is cumbersome.",Billing & Payment,Critical
TCK-12342,"CrowdStrike endpoint sensor is consuming 98% CPU continuously, causing laptop to freeze. Causes immediate revenue loss and prevents checkout completion.",Technical / IT Support,High
TCK-10674,"Direct message from enterprise admin: Disputed transaction: We were charged the Enterprise annual tier rate of $2,896 instead of monthly tier. Causes immediate revenue loss and prevents checkout completion.",Billing & Payment,High
TCK-11093,"Inquiry received: User session randomly terminates every 3 minutes, forcing re-authentication on in internal Kubernetes namespace 'billing-prod'. Low impact, customer is just inquiring for future planning.",Account & Access,Medium
TCK-12311,"Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. Affects more than 2,000 active concurrent users.",Technical / IT Support,Medium
TCK-11059,Immediate offboarding request: Please revoke all API tokens and deactivate account for former staff e.dubois@acmecorp.com. Causes immediate revenue loss and prevents checkout completion.,Account & Access,High
TCK-10247,Unhandled exception thrown during clicking the bulk submit button. Stack trace indicates SSL handshake failed: certificate expired. on corporate Lenovo ThinkPad T14. No immediate workaround available; critical customer escalation.,Bug / System Error,High
TCK-10983,"Need clarification on line-item usage charges for data egress on current monthly billing statement. Low impact, customer is just inquiring for future planning.",Billing & Payment,Low
TCK-10644,Critical alert logged: Cannot download tax / VAT invoice receipt for invoice #19746. Need it immediately for external audit. Visual bug only; functional workflows remain operational.,Billing & Payment,Medium
TCK-12210,Issue logged via web portal: Assistance needed to configure corporate AWS CLI credentials and kubectl context on developer workstation. Visual bug only; functional workflows remain operational.,Technical / IT Support,Low
TCK-10001,User stated: UI regression: Form fields overlap and become unclickable in Batch Processing Worker when filtering transaction logs by timestamp. Causes immediate revenue loss and prevents checkout completion.,Bug / System Error,Low
